"Latitude (decimal degrees):	36.924"
"Longitude (decimal degrees):	14.697"
"Elevation (m):	626"
"Radiation database:	PVGIS-SARAH2"


Slope: 32 deg. (optimum)
Azimuth: -6 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201111:2109,0.0,0.0,0.0,0.0,14.1,0.62,0.0
20201111:2209,0.0,0.0,0.0,0.0,12.81,1.03,0.0
20201111:2309,0.0,0.0,0.0,0.0,12.16,1.24,0.0
20201112:0009,0.0,0.0,0.0,0.0,12.28,1.17,0.0
20201112:0109,0.0,0.0,0.0,0.0,12.55,1.03,0.0
20201112:0209,0.0,0.0,0.0,0.0,13.0,0.97,0.0
20201112:0309,0.0,0.0,0.0,0.0,13.01,0.97,0.0
20201112:0409,0.0,0.0,0.0,0.0,12.8,1.03,0.0
20201112:0509,0.0,0.0,0.0,0.0,12.47,1.1,0.0
20201112:0609,78.97,38.72,0.77,5.28,12.15,1.17,0.0
20201112:0709,322.81,115.52,3.44,15.46,13.25,0.97,0.0
20201112:0809,495.93,157.6,5.82,24.25,15.83,1.03,0.0
20201112:0909,650.64,169.56,7.7,30.95,16.73,1.45,0.0
20201112:1009,748.77,164.73,8.81,34.78,17.7,2.07,0.0
20201112:1109,758.1,158.31,8.96,35.12,18.24,2.41,0.0
20201112:1209,717.23,130.87,8.24,31.91,18.52,2.62,0.0
20201112:1309,511.66,143.24,6.33,25.69,18.52,2.69,0.0
20201112:1409,306.87,116.49,3.92,17.24,18.26,2.76,0.0
20201112:1509,104.36,58.06,1.31,7.27,17.55,2.62,0.0
20201112:1609,0.0,0.0,0.0,0.0,16.5,2.07,0.0
20201112:1709,0.0,0.0,0.0,0.0,15.54,1.93,0.0
20201112:1809,0.0,0.0,0.0,0.0,14.78,1.72,0.0
20201112:1909,0.0,0.0,0.0,0.0,14.4,1.66,0.0
20201112:2009,0.0,0.0,0.0,0.0,13.78,1.66,0.0
20201112:2109,0.0,0.0,0.0,0.0,13.32,1.52,0.0
20201112:2209,0.0,0.0,0.0,0.0,13.01,1.31,0.0
20201112:2309,0.0,0.0,0.0,0.0,12.9,1.24,0.0
20201113:0009,0.0,0.0,0.0,0.0,12.52,1.45,0.0
20201113:0109,0.0,0.0,0.0,0.0,12.12,1.66,0.0
20201113:0209,0.0,0.0,0.0,0.0,11.95,1.66,0.0
20201113:0309,0.0,0.0,0.0,0.0,11.79,1.66,0.0
20201113:0409,0.0,0.0,0.0,0.0,11.57,1.72,0.0
20201113:0509,0.0,0.0,0.0,0.0,11.36,1.79,0.0
20201113:0609,36.82,32.33,0.59,5.07,11.19,1.59,0.0
20201113:0709,291.62,115.17,3.23,15.24,13.14,1.24,0.0
20201113:0809,450.18,161.84,5.5,24.0,16.08,1.52,0.0
20201113:0909,669.31,148.0,7.58,30.69,17.21,1.93,0.0
20201113:1009,702.32,171.79,8.45,34.51,18.05,2.55,0.0
20201113:1109,509.37,244.29,7.8,34.86,18.48,2.69,0.0
20201113:1209,316.67,257.09,6.39,31.67,18.68,2.83,0.0
20201113:1309,544.3,117.69,6.28,25.48,18.56,2.97,0.0
20201113:1409,71.58,134.81,2.59,17.06,18.13,2.9,0.0
20201113:1509,79.26,55.55,1.16,7.12,17.49,2.34,0.0
20201113:1609,0.0,0.0,0.0,0.0,16.71,1.79,0.0
20201113:1709,0.0,0.0,0.0,0.0,16.0,1.59,0.0
20201113:1809,0.0,0.0,0.0,0.0,15.46,1.52,0.0
20201113:1909,0.0,0.0,0.0,0.0,15.35,1.79,0.0
20201113:2009,0.0,0.0,0.0,0.0,14.93,1.72,0.0
20201113:2109,0.0,0.0,0.0,0.0,14.38,1.66,0.0
20201113:2209,0.0,0.0,0.0,0.0,13.83,1.52,0.0
20201113:2309,0.0,0.0,0.0,0.0,13.27,1.52,0.0
20201114:0009,0.0,0.0,0.0,0.0,12.9,1.45,0.0
20201114:0109,0.0,0.0,0.0,0.0,12.72,1.45,0.0
20201114:0209,0.0,0.0,0.0,0.0,12.71,1.45,0.0
20201114:0309,0.0,0.0,0.0,0.0,12.7,1.38,0.0
20201114:0409,0.0,0.0,0.0,0.0,12.71,1.31,0.0
20201114:0509,0.0,0.0,0.0,0.0,12.6,1.31,0.0
20201114:0609,63.68,34.56,0.66,4.87,12.38,1.38,0.0
20201114:0709,297.11,113.88,3.22,15.01,13.92,0.9,0.0
20201114:0809,502.87,145.77,5.67,23.76,16.64,0.9,0.0
20201114:0909,639.11,164.52,7.47,30.43,17.95,1.52,0.0
20201114:1009,751.1,152.28,8.61,34.24,18.9,2.14,0.0
20201114:1109,733.34,157.97,8.66,34.6,19.39,2.62,0.0
20201114:1209,679.7,139.44,7.92,31.44,19.55,3.03,0.0
20201114:1309,501.41,139.57,6.13,25.27,19.36,3.24,0.0
20201114:1409,297.86,114.03,3.77,16.88,18.87,3.24,0.0
20201114:1509,101.1,54.58,1.22,6.97,18.1,2.83,0.0
20201114:1609,0.0,0.0,0.0,0.0,17.07,1.72,0.0
20201114:1709,0.0,0.0,0.0,0.0,16.2,1.24,0.0
20201114:1809,0.0,0.0,0.0,0.0,15.15,0.9,0.0
20201114:1909,0.0,0.0,0.0,0.0,14.45,1.31,0.0
20201114:2009,0.0,0.0,0.0,0.0,13.99,1.38,0.0
20201114:2109,0.0,0.0,0.0,0.0,13.59,1.45,0.0
20201114:2209,0.0,0.0,0.0,0.0,13.27,1.59,0.0
20201114:2309,0.0,0.0,0.0,0.0,13.02,1.59,0.0
20201115:0009,0.0,0.0,0.0,0.0,13.09,1.52,0.0
20201115:0109,0.0,0.0,0.0,0.0,13.52,1.24,0.0
20201115:0209,0.0,0.0,0.0,0.0,13.93,1.03,0.0
20201115:0309,0.0,0.0,0.0,0.0,13.78,1.03,0.0
20201115:0409,0.0,0.0,0.0,0.0,13.79,0.97,0.0
20201115:0509,0.0,0.0,0.0,0.0,13.99,0.9,0.0
20201115:0609,22.06,27.49,0.48,4.66,14.01,0.9,0.0
20201115:0709,244.84,119.79,2.98,14.79,15.24,0.34,0.0
20201115:0809,406.57,170.41,5.23,23.52,16.78,1.17,0.0
20201115:0909,608.54,168.23,7.23,30.17,18.24,2.55,0.0
20201115:1009,625.89,199.13,8.04,33.98,18.79,3.17,0.0
20201115:1109,3.2,182.5,2.99,34.35,19.05,3.59,0.0
20201115:1209,245.9,260.49,5.88,31.21,18.99,3.45,0.0
20201115:1309,175.88,210.23,4.53,25.07,18.86,3.03,0.0
20201115:1409,142.02,136.91,3.01,16.71,18.51,2.55,0.0
20201115:1509,23.21,45.94,0.81,6.83,17.96,2.07,0.0
20201115:1609,0.0,0.0,0.0,0.0,17.07,1.52,0.0
20201115:1709,0.0,0.0,0.0,0.0,16.29,1.24,0.0
20201115:1809,0.0,0.0,0.0,0.0,15.37,0.97,0.0
20201115:1909,0.0,0.0,0.0,0.0,15.02,1.03,0.0
20201115:2009,0.0,0.0,0.0,0.0,15.64,0.69,0.0
20201115:2109,0.0,0.0,0.0,0.0,15.44,0.48,0.0
20201115:2209,0.0,0.0,0.0,0.0,15.31,0.48,0.0
20201115:2309,0.0,0.0,0.0,0.0,15.2,0.55,0.0
20201116:0009,0.0,0.0,0.0,0.0,15.14,0.62,0.0
20201116:0109,0.0,0.0,0.0,0.0,15.22,0.62,0.0
20201116:0209,0.0,0.0,0.0,0.0,15.11,0.69,0.0
20201116:0309,0.0,0.0,0.0,0.0,15.04,0.76,0.0
20201116:0409,0.0,0.0,0.0,0.0,14.81,1.03,0.0
20201116:0509,0.0,0.0,0.0,0.0,13.81,1.31,0.0
20201116:0609,41.32,28.64,0.53,4.46,13.46,1.45,0.0
20201116:0709,256.63,116.88,2.98,14.57,15.03,1.17,0.0
20201116:0809,260.51,195.49,4.57,23.28,17.6,1.86,0.0
20201116:0909,311.02,248.29,5.95,29.92,18.82,2.9,0.0
20201116:1009,338.97,276.24,6.74,33.72,19.55,3.38,0.0
20201116:1109,260.63,284.79,6.36,34.1,19.88,3.66,0.0
20201116:1209,251.95,258.62,5.88,30.98,19.68,3.66,0.0
20201116:1309,323.78,189.57,5.28,24.88,19.49,3.52,0.0
20201116:1409,266.26,118.0,3.55,16.55,19.02,3.66,0.0
20201116:1509,89.43,52.24,1.11,6.69,18.27,3.38,0.0
20201116:1609,0.0,0.0,0.0,0.0,17.42,2.55,0.0
20201116:1709,0.0,0.0,0.0,0.0,16.77,2.21,0.0
20201116:1809,0.0,0.0,0.0,0.0,16.16,2.28,0.0
20201116:1909,0.0,0.0,0.0,0.0,16.0,2.62,0.0
20201116:2009,0.0,0.0,0.0,0.0,15.82,2.9,0.0
20201116:2109,0.0,0.0,0.0,0.0,15.47,2.69,0.0
20201116:2209,0.0,0.0,0.0,0.0,15.26,2.48,0.0
20201116:2309,0.0,0.0,0.0,0.0,15.09,2.9,0.0
20201117:0009,0.0,0.0,0.0,0.0,15.02,3.38,0.0
20201117:0109,0.0,0.0,0.0,0.0,14.96,3.52,0.0
20201117:0209,0.0,0.0,0.0,0.0,14.82,4.34,0.0
20201117:0309,0.0,0.0,0.0,0.0,14.99,4.69,0.0
20201117:0409,0.0,0.0,0.0,0.0,14.7,5.17,0.0
20201117:0509,0.0,0.0,0.0,0.0,14.69,6.07,0.0
20201117:0609,0.0,8.32,0.14,4.25,14.51,5.59,0.0
20201117:0709,0.0,30.5,0.5,14.35,14.94,4.34,0.0
20201117:0809,0.0,48.07,0.78,23.04,15.5,3.86,0.0
20201117:0909,0.0,42.52,0.69,29.67,15.89,3.86,0.0
20201117:1009,0.0,127.56,2.07,33.47,16.65,4.07,0.0
20201117:1109,3.23,185.29,3.04,33.86,17.04,4.48,0.0
20201117:1209,9.74,186.26,3.1,30.77,17.14,4.41,0.0
20201117:1309,55.39,188.02,3.4,24.69,16.99,4.21,0.0
20201117:1409,70.36,129.26,2.47,16.4,16.78,3.93,0.0
20201117:1509,69.73,50.46,1.01,6.56,16.45,3.45,0.0
20201117:1609,0.0,0.0,0.0,0.0,15.77,2.62,0.0
20201117:1709,0.0,0.0,0.0,0.0,15.15,2.0,0.0
20201117:1809,0.0,0.0,0.0,0.0,14.53,1.59,0.0
20201117:1909,0.0,0.0,0.0,0.0,14.34,0.9,0.0
20201117:2009,0.0,0.0,0.0,0.0,13.73,1.1,0.0
20201117:2109,0.0,0.0,0.0,0.0,13.0,1.45,0.0
20201117:2209,0.0,0.0,0.0,0.0,12.97,1.93,0.0
20201117:2309,0.0,0.0,0.0,0.0,12.98,2.14,0.0
20201118:0009,0.0,0.0,0.0,0.0,13.27,2.21,0.0
20201118:0109,0.0,0.0,0.0,0.0,13.31,2.34,0.0
20201118:0209,0.0,0.0,0.0,0.0,13.31,2.48,0.0
20201118:0309,0.0,0.0,0.0,0.0,13.21,2.55,0.0
20201118:0409,0.0,0.0,0.0,0.0,13.04,2.62,0.0
20201118:0509,0.0,0.0,0.0,0.0,13.07,2.76,0.0
20201118:0609,44.97,25.78,0.48,4.05,13.32,2.9,0.0
20201118:0709,306.29,103.71,3.04,14.14,14.35,2.41,0.0
20201118:0809,496.13,138.06,5.4,22.81,15.77,2.97,0.0
20201118:0909,474.88,212.57,6.61,29.42,16.92,3.52,0.0
20201118:1009,418.11,259.69,7.05,33.22,17.81,3.93,0.0
20201118:1109,607.09,201.57,7.94,33.62,18.01,3.93,0.0
20201118:1209,316.32,249.38,6.18,30.56,18.16,3.93,0.0
20201118:1309,185.7,206.48,4.5,24.51,18.01,3.93,0.0
20201118:1409,261.35,117.11,3.46,16.25,17.91,3.93,0.0
20201118:1509,10.94,36.03,0.62,6.43,17.53,3.52,0.0
20201118:1609,0.0,0.0,0.0,0.0,16.58,3.03,0.0
20201118:1709,0.0,0.0,0.0,0.0,15.84,2.69,0.0
20201118:1809,0.0,0.0,0.0,0.0,15.3,2.55,0.0
20201118:1909,0.0,0.0,0.0,0.0,15.42,2.83,0.0
20201118:2009,0.0,0.0,0.0,0.0,15.16,2.76,0.0
20201118:2109,0.0,0.0,0.0,0.0,14.68,2.76,0.0
20201118:2209,0.0,0.0,0.0,0.0,14.69,3.03,0.0
20201118:2309,0.0,0.0,0.0,0.0,14.77,3.38,0.0
20201119:0009,0.0,0.0,0.0,0.0,14.57,3.59,0.0
20201119:0109,0.0,0.0,0.0,0.0,14.45,3.79,0.0
20201119:0209,0.0,0.0,0.0,0.0,14.46,4.07,0.0
20201119:0309,0.0,0.0,0.0,0.0,14.44,3.86,0.0
20201119:0409,0.0,0.0,0.0,0.0,14.44,3.72,0.0
20201119:0509,0.0,0.0,0.0,0.0,14.36,3.59,0.0
20201119:0609,10.46,18.44,0.32,3.85,14.26,3.24,0.0
20201119:0709,277.2,109.52,2.92,13.92,14.85,3.31,0.0
20201119:0809,421.63,160.37,5.1,22.58,15.7,3.59,0.0
20201119:0909,427.0,222.47,6.36,29.18,16.67,3.24,0.0
20201119:1009,328.69,274.02,6.57,32.98,17.45,2.34,0.0
20201119:1109,296.72,278.8,6.48,33.39,17.93,1.1,0.0
20201119:1209,173.64,256.23,5.26,30.35,18.04,1.17,0.0
20201119:1309,57.72,187.67,3.4,24.34,16.86,1.59,0.0
20201119:1409,0.0,19.41,0.32,16.1,16.63,1.72,0.0
20201119:1509,0.0,24.03,0.39,6.31,16.09,1.79,0.0
20201119:1609,0.0,0.0,0.0,0.0,15.58,1.86,0.0
20201119:1709,0.0,0.0,0.0,0.0,15.25,2.14,0.0
20201119:1809,0.0,0.0,0.0,0.0,15.14,2.21,0.0
20201119:1909,0.0,0.0,0.0,0.0,14.9,1.66,0.0
20201119:2009,0.0,0.0,0.0,0.0,14.08,1.72,0.0
20201119:2109,0.0,0.0,0.0,0.0,13.42,1.72,0.0
20201119:2209,0.0,0.0,0.0,0.0,13.32,1.72,0.0
20201119:2309,0.0,0.0,0.0,0.0,12.85,1.72,0.0
20201120:0009,0.0,0.0,0.0,0.0,12.7,1.52,0.0
20201120:0109,0.0,0.0,0.0,0.0,11.93,1.59,0.0
20201120:0209,0.0,0.0,0.0,0.0,11.63,1.79,0.0
20201120:0309,0.0,0.0,0.0,0.0,11.6,2.07,0.0
20201120:0409,0.0,0.0,0.0,0.0,11.65,2.28,0.0
20201120:0509,0.0,0.0,0.0,0.0,11.54,2.55,0.0
20201120:0609,38.37,21.9,0.41,3.66,11.5,2.69,0.0
20201120:0709,296.88,107.17,2.96,13.71,12.57,2.0,0.0
20201120:0809,514.35,133.88,5.41,22.35,15.16,2.07,0.0
20201120:0909,649.0,152.31,7.2,28.94,16.19,2.48,0.0
20201120:1009,295.14,280.45,6.4,32.74,16.77,4.07,0.0
20201120:1109,11.46,205.98,3.43,33.17,17.24,5.24,0.0
20201120:1209,47.72,225.46,3.97,30.15,17.23,5.93,0.0
20201120:1309,425.0,163.63,5.62,24.17,17.08,6.62,0.0
20201120:1409,292.08,112.55,3.56,15.96,16.5,7.17,0.0
20201120:1509,110.7,49.26,1.1,6.2,15.48,7.24,0.0
20201120:1609,0.0,0.0,0.0,0.0,14.3,7.24,0.0
20201120:1709,0.0,0.0,0.0,0.0,13.49,6.83,0.0
20201120:1809,0.0,0.0,0.0,0.0,13.27,6.14,0.0
20201120:1909,0.0,0.0,0.0,0.0,13.29,6.0,0.0
20201120:2009,0.0,0.0,0.0,0.0,13.0,5.52,0.0
20201120:2109,0.0,0.0,0.0,0.0,12.82,4.97,0.0
20201120:2209,0.0,0.0,0.0,0.0,12.74,4.28,0.0
20201120:2309,0.0,0.0,0.0,0.0,12.51,4.14,0.0
20201121:0009,0.0,0.0,0.0,0.0,12.49,4.0,0.0
20201121:0109,0.0,0.0,0.0,0.0,12.08,3.59,0.0
20201121:0209,0.0,0.0,0.0,0.0,11.71,3.24,0.0
20201121:0309,0.0,0.0,0.0,0.0,11.52,3.03,0.0
20201121:0409,0.0,0.0,0.0,0.0,11.35,2.83,0.0
20201121:0509,0.0,0.0,0.0,0.0,10.75,2.9,0.0
20201121:0609,28.8,18.97,0.35,3.46,10.58,2.34,0.0
20201121:0709,305.07,103.02,2.93,13.5,11.92,0.97,0.0
20201121:0809,53.9,171.26,3.04,22.13,13.43,1.59,0.0
20201121:0909,1.75,150.9,2.47,28.71,14.13,2.76,0.0
20201121:1009,0.0,149.75,2.44,32.51,13.52,3.38,0.0
20201121:1109,19.73,217.55,3.67,32.95,12.94,2.55,0.0
20201121:1209,552.08,188.64,7.17,29.96,13.33,1.79,0.0
20201121:1309,423.84,162.72,5.58,24.01,13.56,1.45,0.0
20201121:1409,313.43,104.44,3.59,15.83,13.72,1.59,0.0
20201121:1509,115.61,47.53,1.08,6.09,13.54,2.14,0.0
20201121:1609,0.0,0.0,0.0,0.0,12.9,2.28,0.0
20201121:1709,0.0,0.0,0.0,0.0,12.2,2.55,0.0
20201121:1809,0.0,0.0,0.0,0.0,11.81,2.69,0.0
20201121:1909,0.0,0.0,0.0,0.0,12.46,3.03,0.0
20201121:2009,0.0,0.0,0.0,0.0,12.38,2.97,0.0
20201121:2109,0.0,0.0,0.0,0.0,11.77,2.83,0.0
20201121:2209,0.0,0.0,0.0,0.0,11.77,2.97,0.0
20201121:2309,0.0,0.0,0.0,0.0,11.5,2.97,0.0
20201122:0009,0.0,0.0,0.0,0.0,11.59,2.76,0.0
20201122:0109,0.0,0.0,0.0,0.0,11.34,3.03,0.0
20201122:0209,0.0,0.0,0.0,0.0,11.52,3.17,0.0
20201122:0309,0.0,0.0,0.0,0.0,11.23,3.31,0.0
20201122:0409,0.0,0.0,0.0,0.0,11.05,3.52,0.0
20201122:0509,0.0,0.0,0.0,0.0,11.06,3.79,0.0
20201122:0609,42.47,20.1,0.38,3.27,11.2,4.0,0.0
20201122:0709,279.66,104.96,2.8,13.3,11.91,4.55,0.0
20201122:0809,463.1,146.22,5.13,21.91,12.86,4.97,0.0
20201122:0909,0.0,122.01,1.98,28.49,13.48,5.72,0.0
20201122:1009,1.68,162.9,2.66,32.28,13.86,6.07,0.0
20201122:1109,6.6,187.63,3.1,32.74,14.21,6.0,0.0
20201122:1209,463.19,214.59,6.75,29.77,14.85,5.52,0.0
20201122:1309,44.85,178.89,3.17,23.85,14.93,5.17,0.0
20201122:1409,277.27,113.06,3.43,15.7,14.92,4.9,0.0
20201122:1509,114.73,47.81,1.07,5.99,14.17,4.83,0.0
20201122:1609,0.0,0.0,0.0,0.0,13.63,5.03,0.0
20201122:1709,0.0,0.0,0.0,0.0,13.52,4.21,0.0
20201122:1809,0.0,0.0,0.0,0.0,13.45,3.66,0.0
20201122:1909,0.0,0.0,0.0,0.0,13.28,4.14,0.0
20201122:2009,0.0,0.0,0.0,0.0,13.22,4.07,0.0
20201122:2109,0.0,0.0,0.0,0.0,13.11,4.0,0.0
20201122:2209,0.0,0.0,0.0,0.0,13.15,3.93,0.0
20201122:2309,0.0,0.0,0.0,0.0,13.0,4.07,0.0
20201123:0009,0.0,0.0,0.0,0.0,12.99,3.72,0.0
20201123:0109,0.0,0.0,0.0,0.0,13.02,3.1,0.0
20201123:0209,0.0,0.0,0.0,0.0,13.08,3.38,0.0
20201123:0309,0.0,0.0,0.0,0.0,13.09,3.79,0.0
20201123:0409,0.0,0.0,0.0,0.0,12.92,3.79,0.0
20201123:0509,0.0,0.0,0.0,0.0,12.93,3.79,0.0
20201123:0609,19.22,15.18,0.27,3.08,12.89,3.93,0.0
20201123:0709,31.7,91.23,1.58,13.09,14.06,4.69,0.0
20201123:0809,91.67,178.01,3.31,21.7,14.48,4.9,0.0
20201123:0909,336.45,235.24,5.8,28.26,15.07,5.45,0.0
20201123:1009,143.57,268.86,5.22,32.06,15.17,4.21,0.0
20201123:1109,87.86,258.04,4.74,32.53,15.41,3.45,0.0
20201123:1209,385.14,232.34,6.36,29.59,15.78,2.9,0.0
20201123:1309,553.05,105.92,5.91,23.71,16.2,2.62,0.0
20201123:1409,329.71,95.7,3.56,15.58,15.59,2.83,0.0
20201123:1509,86.78,47.8,0.96,5.9,15.05,2.69,0.0
20201123:1609,0.0,0.0,0.0,0.0,14.39,2.69,0.0
20201123:1709,0.0,0.0,0.0,0.0,13.98,2.83,0.0
20201123:1809,0.0,0.0,0.0,0.0,13.74,2.83,0.0
20201123:1909,0.0,0.0,0.0,0.0,13.69,3.93,0.0
20201123:2009,0.0,0.0,0.0,0.0,13.59,3.72,0.0
20201123:2109,0.0,0.0,0.0,0.0,13.53,3.52,0.0
20201123:2209,0.0,0.0,0.0,0.0,13.51,3.45,0.0
20201123:2309,0.0,0.0,0.0,0.0,13.44,3.38,0.0
20201124:0009,0.0,0.0,0.0,0.0,13.34,3.1,0.0
20201124:0109,0.0,0.0,0.0,0.0,13.34,2.69,0.0
20201124:0209,0.0,0.0,0.0,0.0,13.26,2.62,0.0
20201124:0309,0.0,0.0,0.0,0.0,13.24,2.62,0.0
20201124:0409,0.0,0.0,0.0,0.0,13.21,2.48,0.0
20201124:0509,0.0,0.0,0.0,0.0,13.12,2.83,0.0
20201124:0609,0.0,1.85,0.03,2.89,13.15,3.17,0.0
20201124:0709,212.14,110.46,2.5,12.89,13.68,5.45,0.0
20201124:0809,58.89,165.75,2.96,21.49,14.17,5.86,0.0
20201124:0909,76.51,222.4,4.03,28.05,14.67,6.41,0.0
20201124:1009,0.0,126.64,2.06,31.85,15.11,5.93,0.0
20201124:1109,3.33,175.14,2.87,32.33,15.38,5.66,0.0
20201124:1209,43.53,216.4,3.79,29.42,15.62,4.97,0.0
20201124:1309,36.59,170.85,2.99,23.56,15.71,4.62,0.0
20201124:1409,0.0,66.55,1.08,15.47,15.43,4.76,0.0
20201124:1509,42.59,43.55,0.78,5.81,14.97,4.34,0.0
20201124:1609,0.0,0.0,0.0,0.0,14.15,3.52,0.0
20201124:1709,0.0,0.0,0.0,0.0,13.77,3.17,0.0
20201124:1809,0.0,0.0,0.0,0.0,13.53,2.97,0.0
20201124:1909,0.0,0.0,0.0,0.0,13.38,2.14,0.0
20201124:2009,0.0,0.0,0.0,0.0,13.01,2.07,0.0
20201124:2109,0.0,0.0,0.0,0.0,12.94,1.66,0.0
20201124:2209,0.0,0.0,0.0,0.0,12.61,1.24,0.0
20201124:2309,0.0,0.0,0.0,0.0,12.58,0.83,0.0
20201125:0009,0.0,0.0,0.0,0.0,12.4,0.76,0.0
20201125:0109,0.0,0.0,0.0,0.0,11.87,0.9,0.0
20201125:0209,0.0,0.0,0.0,0.0,11.69,0.97,0.0
20201125:0309,0.0,0.0,0.0,0.0,11.53,1.03,0.0
20201125:0409,0.0,0.0,0.0,0.0,11.42,1.03,0.0
20201125:0509,0.0,0.0,0.0,0.0,11.38,0.9,0.0
20201125:0609,0.0,10.17,0.17,2.7,11.2,0.97,0.0
20201125:0709,144.72,111.88,2.22,12.69,12.58,0.69,0.0
20201125:0809,88.9,174.85,3.23,21.28,14.02,0.34,0.0
20201125:0909,87.6,224.66,4.12,27.83,14.4,0.21,0.0
20201125:1009,5.11,176.33,2.9,31.64,14.94,0.69,0.0
20201125:1109,0.0,146.97,2.39,32.14,14.5,1.24,0.0
20201125:1209,137.85,246.17,4.83,29.25,15.11,1.1,0.0
20201125:1309,0.0,42.52,0.69,23.43,14.87,1.31,0.0
20201125:1409,139.62,129.62,2.77,15.36,14.4,0.62,0.0
20201125:1509,6.18,28.36,0.48,5.72,13.9,0.69,0.0
20201125:1609,0.0,0.0,0.0,0.0,13.52,1.1,0.0
20201125:1709,0.0,0.0,0.0,0.0,12.89,1.17,0.0
20201125:1809,0.0,0.0,0.0,0.0,12.57,1.24,0.0
20201125:1909,0.0,0.0,0.0,0.0,12.04,1.1,0.0
20201125:2009,0.0,0.0,0.0,0.0,11.61,1.24,0.0
20201125:2109,0.0,0.0,0.0,0.0,11.4,1.38,0.0
20201125:2209,0.0,0.0,0.0,0.0,11.07,1.59,0.0
20201125:2309,0.0,0.0,0.0,0.0,10.96,1.79,0.0
20201126:0009,0.0,0.0,0.0,0.0,11.09,1.93,0.0
20201126:0109,0.0,0.0,0.0,0.0,11.21,2.07,0.0
20201126:0209,0.0,0.0,0.0,0.0,11.53,2.28,0.0
20201126:0309,0.0,0.0,0.0,0.0,11.76,2.41,0.0
20201126:0409,0.0,0.0,0.0,0.0,11.84,2.55,0.0
20201126:0509,0.0,0.0,0.0,0.0,11.93,2.9,0.0
20201126:0609,15.4,11.96,0.21,2.52,11.75,2.97,0.0
20201126:0709,264.99,104.61,2.62,12.5,12.41,2.76,0.0
20201126:0809,475.18,138.65,5.01,21.08,13.54,2.9,0.0
20201126:0909,499.3,198.51,6.4,27.63,14.63,3.17,0.0
20201126:1009,95.74,255.51,4.71,31.43,15.2,3.59,0.0
20201126:1109,6.71,186.75,3.08,31.95,15.43,3.79,0.0
20201126:1209,0.0,142.35,2.32,29.09,15.29,3.72,0.0
20201126:1309,58.04,182.58,3.29,23.3,15.22,3.72,0.0
20201126:1409,0.0,18.49,0.3,15.26,15.02,3.72,0.0
20201126:1509,34.52,38.57,0.72,5.64,14.51,3.45,0.0
20201126:1609,0.0,0.0,0.0,0.0,13.82,2.76,0.0
20201126:1709,0.0,0.0,0.0,0.0,13.12,2.62,0.0
20201126:1809,0.0,0.0,0.0,0.0,12.74,2.62,0.0
20201126:1909,0.0,0.0,0.0,0.0,12.95,2.41,0.0
20201126:2009,0.0,0.0,0.0,0.0,12.44,2.34,0.0
20201126:2109,0.0,0.0,0.0,0.0,12.04,2.28,0.0
20201126:2209,0.0,0.0,0.0,0.0,11.64,2.41,0.0
20201126:2309,0.0,0.0,0.0,0.0,11.48,2.48,0.0
20201127:0009,0.0,0.0,0.0,0.0,11.33,2.55,0.0
20201127:0109,0.0,0.0,0.0,0.0,11.15,2.48,0.0
20201127:0209,0.0,0.0,0.0,0.0,11.21,2.34,0.0
20201127:0309,0.0,0.0,0.0,0.0,11.02,2.41,0.0
20201127:0409,0.0,0.0,0.0,0.0,11.09,2.48,0.0
20201127:0509,0.0,0.0,0.0,0.0,10.96,2.69,0.0
20201127:0609,0.0,0.0,0.0,0.0,10.94,2.9,0.0
20201127:0709,262.92,106.64,2.6,12.31,11.37,2.76,0.0
20201127:0809,484.15,140.26,5.05,20.88,13.21,3.03,0.0
20201127:0909,525.04,196.72,6.54,27.42,14.31,4.48,0.0
20201127:1009,727.69,156.36,8.01,31.24,15.1,4.62,0.0
20201127:1109,770.85,135.64,8.3,31.77,15.38,4.55,0.0
20201127:1209,642.09,154.3,7.35,28.94,15.5,4.41,0.0
20201127:1309,512.36,134.42,5.79,23.17,15.48,4.48,0.0
20201127:1409,276.89,116.44,3.37,15.16,15.14,4.48,0.0
20201127:1509,127.38,38.11,1.02,5.57,14.51,4.07,0.0
20201127:1609,0.0,0.0,0.0,0.0,13.53,3.86,0.0
20201127:1709,0.0,0.0,0.0,0.0,13.2,3.79,0.0
20201127:1809,0.0,0.0,0.0,0.0,12.95,3.72,0.0
20201127:1909,0.0,0.0,0.0,0.0,12.98,4.07,0.0
20201127:2009,0.0,0.0,0.0,0.0,12.88,4.14,0.0
20201127:2109,0.0,0.0,0.0,0.0,12.99,4.14,0.0
20201127:2209,0.0,0.0,0.0,0.0,13.27,4.28,0.0
20201127:2309,0.0,0.0,0.0,0.0,13.52,4.34,0.0
20201128:0009,0.0,0.0,0.0,0.0,13.83,4.41,0.0
20201128:0109,0.0,0.0,0.0,0.0,13.91,4.55,0.0
20201128:0209,0.0,0.0,0.0,0.0,14.18,4.76,0.0
20201128:0309,0.0,0.0,0.0,0.0,14.38,4.97,0.0
20201128:0409,0.0,0.0,0.0,0.0,14.47,5.24,0.0
20201128:0509,0.0,0.0,0.0,0.0,14.7,5.59,0.0
20201128:0609,0.0,0.0,0.0,0.0,14.79,5.86,0.0
20201128:0709,20.65,78.8,1.34,12.12,15.11,5.93,0.0
